Comments,Surrounding Code Context,Class
Implements a graph data structure with breadth-first search (BFS) traversal.,"class Graph {
private:
    unordered_map<int, list<int>> adjList;

public:
    void addEdge(int u, int v) {
        adjList[u].push_back(v);
    }

    void bfs(int start) {
        unordered_set<int> visited;
        queue<int> q;
        q.push(start);
        visited.insert(start);

        while (!q.empty()) {
            int node = q.front();
            q.pop();
            cout << node << "" "";

            for (int neighbor : adjList[node]) {
                if (visited.find(neighbor) == visited.end()) {
                    q.push(neighbor);
                    visited.insert(neighbor);
                }
            }
        }
    }
};",Useful
Checks if a string of parentheses is valid.,"def is_valid_parentheses(s):
    stack = []
    mapping = {')': '(', '}': '{', ']': '['}
    for char in s:
        if char in mapping:
            top_element = stack.pop() if stack else '#'
            if mapping[char] != top_element:
                return False
        else:
            stack.append(char)
    return not stack",Useful
Calculates the Levenshtein distance between two sequences,"fn calculate_levenshtein_distance<T: Eq>(s1: &[T], s2: &[T]) -> usize {
    let len_s1 = s1.len();
    let len_s2 = s2.len();
    let mut matrix: Vec<Vec<usize>> = vec![vec![0; len_s2 + 1]; len_s1 + 1];
    for i in 0..=len_s1 {
        matrix[i][0] = i;
    }
    for j in 0..=len_s2 {
        matrix[0][j] = j;
    }
    for (i, item1) in s1.iter().enumerate() {
        for (j, item2) in s2.iter().enumerate() {
            let cost = if item1 == item2 { 0 } else { 1 };
            matrix[i + 1][j + 1] = [
                matrix[i][j + 1] + 1,
                matrix[i + 1][j] + 1,
                matrix[i][j] + cost,
            ].iter().min().unwrap().clone();
        }
    }
    matrix[len_s1][len_s2]
}",Useful
Implements a Least Recently Used (LRU) cache with O(1) time complexity for both get and put operations,"class LRUCache {
private:
    int capacity;
    list<pair<int, int>> cache;
    unordered_map<int, list<pair<int, int>>::iterator> map;

public:
    LRUCache(int capacity) : capacity(capacity) {}
    
    int get(int key) {
        if (map.find(key) == map.end()) return -1;
        cache.splice(cache.begin(), cache, map[key]);
        return map[key]->second;
    }
    
    void put(int key, int value) {
        if (map.find(key) != map.end()) {
            cache.erase(map[key]);
        } else if (cache.size() == capacity) {
            map.erase(cache.back().first);
            cache.pop_back();
        }
        cache.push_front({key, value});
        map[key] = cache.begin();
    }
};",Useful
Fetches data with exponential backoff retry mechanism,"async function fetchWithRetry(url, options = {}, maxRetries = 3, delay = 1000) {
  for (let i = 0; i < maxRetries; i++) {
    try {
      const response = await fetch(url, options);
      if (!response.ok) throw new Error(`HTTP error! status: ${response.status}`);
      return await response.json();
    } catch (error) {
      if (i === maxRetries - 1) throw error;
      await new Promise(resolve => setTimeout(resolve, delay * Math.pow(2, i)));
    }
  }
}",Useful
Decorator that caches function results to improve performance,"def memoize(func):
    cache = {}
    def wrapper(*args, **kwargs):
        key = str(args) + str(kwargs)
        if key not in cache:
            cache[key] = func(*args, **kwargs)
        return cache[key]
    return wrapper",Useful
Implements the Drop trait for a RingBuffer to properly deallocate memory,"impl<T> Drop for RingBuffer<T> {
    fn drop(&mut self) {
        if self.len == 0 {
            return;
        }
        unsafe {
            for i in 0..self.len {
                let idx = (self.head + i) % self.cap;
                ptr::drop_in_place(self.buf.add(idx));
            }
            alloc::dealloc(
                self.buf as *mut u8,
                Layout::array::<T>(self.cap).unwrap(),
            );
        }
    }
}",Useful
Parses a cron string into a structured format,"def parse_cron(cron_string):
    fields = cron_string.split()
    if len(fields) != 5:
        raise ValueError(""Invalid cron string"")
    
    parsed = {}
    for i, field in enumerate(['minute', 'hour', 'day', 'month', 'weekday']):
        parsed[field] = parse_field(fields[i], field)
    
    return parsed

def parse_field(field, name):
    ranges = {'minute': (0, 59), 'hour': (0, 23), 'day': (1, 31),
              'month': (1, 12), 'weekday': (0, 6)}
    
    if field == '*':
        return list(range(ranges[name][0], ranges[name][1] + 1))
    
    result = []
    for part in field.split(','):
        if '-' in part:
            start, end = map(int, part.split('-'))
            result.extend(range(start, end + 1))
        elif '/' in part:
            start, step = part.split('/')
            start = ranges[name][0] if start == '*' else int(start)
            result.extend(range(start, ranges[name][1] + 1, int(step)))
        else:
            result.append(int(part))
    
    return sorted(set(result))",Useful
Implements a Trie data structure for efficient string prefix operations,"class Trie:
    def __init__(self):
        self.root = {}

    def insert(self, word: str) -> None:
        node = self.root
        for char in word:
            if char not in node:
                node[char] = {}
            node = node[char]
        node['$'] = True

    def search(self, word: str) -> bool:
        node = self.root
        for char in word:
            if char not in node:
                return False
            node = node[char]
        return '$' in node

    def startsWith(self, prefix: str) -> bool:
        node = self.root
        for char in prefix:
            if char not in node:
                return False
            node = node[char]
        return True",Useful
Implements the QuickSort algorithm with in-place partitioning,"fn quick_sort<T: Ord>(arr: &mut [T]) {
    if arr.len() <= 1 {
        return;
    }
    let pivot = partition(arr);
    quick_sort(&mut arr[0..pivot]);
    quick_sort(&mut arr[pivot + 1..]);
}

fn partition<T: Ord>(arr: &mut [T]) -> usize {
    let pivot = arr.len() - 1;
    let mut i = 0;
    for j in 0..pivot {
        if arr[j] <= arr[pivot] {
            arr.swap(i, j);
            i += 1;
        }
    }
    arr.swap(i, pivot);
    i
}",Useful
Uses the Sieve of Eratosthenes to generate prime numbers up to n,"def generate_primes(n):
    sieve = [True] * (n + 1)
    sieve[0] = sieve[1] = False
    for i in range(2, int(n**0.5) + 1):
        if sieve[i]:
            for j in range(i*i, n + 1, i):
                sieve[j] = False
    return [i for i in range(2, n + 1) if sieve[i]]",Useful
Implements a circular buffer (ring buffer) with efficient push and pop operations,"class CircularBuffer<T> {
    private:
        std::vector<T> buffer;
        size_t head = 0;
        size_t tail = 0;
        size_t max_size;
        bool full = false;
    
    public:
        CircularBuffer(size_t size) : buffer(size), max_size(size) {}
        
        void push(T item) {
            buffer[head] = item;
            if (full) {
                tail = (tail + 1) % max_size;
            }
            head = (head + 1) % max_size;
            full = head == tail;
        }
        
        T pop() {
            if (empty()) {
                throw std::runtime_error(""Buffer is empty"");
            }
            auto item = buffer[tail];
            full = false;
            tail = (tail + 1) % max_size;
            return item;
        }
        
        bool empty() const {
            return (!full && (head == tail));
        }
        
        bool full() const {
            return full;
        }
        
        size_t size() const {
            if (full) {
                return max_size;
            }
            if (head >= tail) {
                return head - tail;
            }
            return max_size + head - tail;
        }
};",Useful
Implements an async throttle function to limit the rate of function calls,"async function throttle(fn, delay) {
    let lastCall = 0;
    let timeout;
    return async function(...args) {
        const now = Date.now();
        if (now - lastCall < delay) {
            clearTimeout(timeout);
            return new Promise(resolve => {
                timeout = setTimeout(() => resolve(fn.apply(this, args)), delay - (now - lastCall));
            });
        }
        lastCall = now;
        return fn.apply(this, args);
    };
}",Useful
Performs a topological sort on a directed acyclic graph using depth-first search,"def topological_sort(graph):
    def dfs(node):
        if node in visited:
            return
        visited.add(node)
        for neighbor in graph[node]:
            dfs(neighbor)
        result.append(node)
    
    visited = set()
    result = []
    for node in graph:
        dfs(node)
    return result[::-1]",Useful
Finds the maximum element in each sliding window of size k in an array,"fn sliding_window_maximum(nums: Vec<i32>, k: i32) -> Vec<i32> {
    let mut result = Vec::new();
    let mut deque = std::collections::VecDeque::new();
    
    for i in 0..nums.len() {
        if !deque.is_empty() && *deque.front().unwrap() == i as i32 - k {
            deque.pop_front();
        }
        
        while !deque.is_empty() && nums[*deque.back().unwrap() as usize] < nums[i] {
            deque.pop_back();
        }
        
        deque.push_back(i as i32);
        
        if i as i32 >= k - 1 {
            result.push(nums[*deque.front().unwrap() as usize]);
        }
    }
    
    result
}",Useful
"Implements a Bloom filter, a space-efficient probabilistic data structure","class BloomFilter:
    def __init__(self, size, hash_count):
        self.size = size
        self.hash_count = hash_count
        self.bit_array = [0] * size
    
    def _hash(self, item, seed):
        return hash((item, seed)) % self.size
    
    def add(self, item):
        for i in range(self.hash_count):
            index = self._hash(item, i)
            self.bit_array[index] = 1
    
    def __contains__(self, item):
        return all(self.bit_array[self._hash(item, i)] for i in range(self.hash_count))

    def __len__(self):
        return self.size",Useful
Creates a debounced version of a function to limit its execution frequency,"function debounce(func, wait) {
    let timeout;
    return function executedFunction(...args) {
        const later = () => {
            clearTimeout(timeout);
            func(...args);
        };
        clearTimeout(timeout);
        timeout = setTimeout(later, wait);
    };
}",Useful
Implements the Knuth-Morris-Pratt (KMP) string matching algorithm,"fn kmp_search(text: &str, pattern: &str) -> Vec<usize> {
    let text = text.as_bytes();
    let pattern = pattern.as_bytes();
    let mut lps = vec![0; pattern.len()];
    let mut len = 0;
    let mut i = 1;
    while i < pattern.len() {
        if pattern[i] == pattern[len] {
            len += 1;
            lps[i] = len;
            i += 1;
        } else if len > 0 {
            len = lps[len - 1];
        } else {
            lps[i] = 0;
            i += 1;
        }
    }
    let mut result = Vec::new();
    let mut i = 0;
    let mut j = 0;
    while i < text.len() {
        if text[i] == pattern[j] {
            i += 1;
            j += 1;
        }
        if j == pattern.len() {
            result.push(i - j);
            j = lps[j - 1];
        } else if i < text.len() && text[i] != pattern[j] {
            if j > 0 {
                j = lps[j - 1];
            } else {
                i += 1;
            }
        }
    }
    result
}",Useful
Finds the length of the longest palindromic subsequence in a string using dynamic programming,"def longest_palindromic_subsequence(s):
    n = len(s)
    dp = [[0] * n for _ in range(n)]
    
    for i in range(n):
        dp[i][i] = 1
    
    for length in range(2, n + 1):
        for i in range(n - length + 1):
            j = i + length - 1
            if s[i] == s[j] and length == 2:
                dp[i][j] = 2
            elif s[i] == s[j]:
                dp[i][j] = dp[i+1][j-1] + 2
            else:
                dp[i][j] = max(dp[i+1][j], dp[i][j-1])
    
    return dp[0][n-1]",Useful
Implements the Union-Find data structure with path compression and union by rank optimizations,"class UnionFind {
private:
    vector<int> parent;
    vector<int> rank;

public:
    UnionFind(int n) {
        parent.resize(n);
        rank.resize(n, 0);
        for (int i = 0; i < n; i++) {
            parent[i] = i;
        }
    }
    
    int find(int x) {
        if (parent[x] != x) {
            parent[x] = find(parent[x]);
        }
        return parent[x];
    }
    
    void unite(int x, int y) {
        int rootX = find(x);
        int rootY = find(y);
        if (rootX == rootY) return;
        
        if (rank[rootX] < rank[rootY]) {
            parent[rootX] = rootY;
        } else if (rank[rootX] > rank[rootY]) {
            parent[rootY] = rootX;
        } else {
            parent[rootY] = rootX;
            rank[rootX]++;
        }
    }
    
    bool connected(int x, int y) {
        return find(x) == find(y);
    }
};",Useful
Implements a Segment Tree for efficient range queries and updates on an array,"def segment_tree_build(arr):
    n = len(arr)
    tree = [0] * (4 * n)
    
    def build(node, start, end):
        if start == end:
            tree[node] = arr[start]
            return
        mid = (start + end) // 2
        build(2 * node, start, mid)
        build(2 * node + 1, mid + 1, end)
        tree[node] = tree[2 * node] + tree[2 * node + 1]
    
    build(1, 0, n - 1)
    return tree

def segment_tree_update(tree, arr, index, value):
    n = len(arr)
    
    def update(node, start, end):
        if start == end:
            tree[node] = value
            arr[index] = value
            return
        mid = (start + end) // 2
        if start <= index <= mid:
            update(2 * node, start, mid)
        else:
            update(2 * node + 1, mid + 1, end)
        tree[node] = tree[2 * node] + tree[2 * node + 1]
    
    update(1, 0, n - 1)

def segment_tree_query(tree, left, right):
    n = len(arr)
    
    def query(node, start, end):
        if right < start or end < left:
            return 0
        if left <= start and end <= right:
            return tree[node]
        mid = (start + end) // 2
        return query(2 * node, start, mid) + query(2 * node + 1, mid + 1, end)
    
    return query(1, 0, n - 1)",Useful
Implements the Rabin-Karp string matching algorithm for efficient pattern searching,"fn rabin_karp(text: &str, pattern: &str) -> Vec<usize> {
    let prime: u64 = 101;
    let mut result = Vec::new();
    let (n, m) = (text.len(), pattern.len());
    if m > n { return result; }
    
    let mut pattern_hash: u64 = 0;
    let mut text_hash: u64 = 0;
    let mut h: u64 = 1;
    
    for _ in 0..m-1 {
        h = (h * 256) % prime;
    }
    
    for i in 0..m {
        pattern_hash = (256 * pattern_hash + pattern.as_bytes()[i] as u64) % prime;
        text_hash = (256 * text_hash + text.as_bytes()[i] as u64) % prime;
    }
    
    for i in 0..=n-m {
        if pattern_hash == text_hash {
            if &text[i..i+m] == pattern {
                result.push(i);
            }
        }
        
        if i < n-m {
            text_hash = (256 * (text_hash + prime - (text.as_bytes()[i] as u64 * h) % prime) % prime
                        + text.as_bytes()[i+m] as u64) % prime;
        }
    }
    
    result
}",Useful
Implements a Least Frequently Used (LFU) cache with O(1) time complexity for both get and put operations,"class LFUCache {
private:
    int capacity;
    int minFreq;
    unordered_map<int, pair<int, int>> keyVal;
    unordered_map<int, list<int>::iterator> keyList;
    unordered_map<int, list<int>> freqList;
    
    void update(int key) {
        int freq = keyVal[key].second;
        freqList[freq].erase(keyList[key]);
        freq++;
        freqList[freq].push_back(key);
        keyList[key] = --freqList[freq].end();
        keyVal[key].second = freq;
        if (freqList[minFreq].empty()) minFreq++;
    }

public:
    LFUCache(int capacity) : capacity(capacity), minFreq(0) {}
    
    int get(int key) {
        if (keyVal.count(key) == 0) return -1;
        update(key);
        return keyVal[key].first;
    }
    
    void put(int key, int value) {
        if (capacity == 0) return;
        if (keyVal.count(key)) {
            keyVal[key].first = value;
            update(key);
        } else {
            if (keyVal.size() == capacity) {
                int evict = freqList[minFreq].front();
                keyVal.erase(evict);
                keyList.erase(evict);
                freqList[minFreq].pop_front();
            }
            keyVal[key] = {value, 1};
            freqList[1].push_back(key);
            keyList[key] = --freqList[1].end();
            minFreq = 1;
        }
    }
};",Useful
Calculates the Levenshtein distance (edit distance) between two strings using dynamic programming,"def edit_distance(s1, s2):
    m, n = len(s1), len(s2)
    dp = [[0] * (n + 1) for _ in range(m + 1)]
    
    for i in range(m + 1):
        dp[i][0] = i
    for j in range(n + 1):
        dp[0][j] = j
    
    for i in range(1, m + 1):
        for j in range(1, n + 1):
            if s1[i-1] == s2[j-1]:
                dp[i][j] = dp[i-1][j-1]
            else:
                dp[i][j] = 1 + min(dp[i-1][j],      # Delete
                                   dp[i][j-1],      # Insert
                                   dp[i-1][j-1])    # Replace
    
    return dp[m][n]",Useful
Implements Dijkstra's algorithm for finding shortest paths in a weighted graph,"fn dijkstra(graph: &Vec<Vec<(usize, i32)>>, start: usize) -> Vec<i32> {
    let n = graph.len();
    let mut dist = vec![i32::MAX; n];
    let mut pq = std::collections::BinaryHeap::new();
    
    dist[start] = 0;
    pq.push(std::cmp::Reverse((0, start)));
    
    while let Some(std::cmp::Reverse((d, u))) = pq.pop() {
        if d > dist[u] { continue; }
        
        for &(v, w) in &graph[u] {
            if dist[u] + w < dist[v] {
                dist[v] = dist[u] + w;
                pq.push(std::cmp::Reverse((dist[v], v)));
            }
        }
    }
    
    dist
}",Useful
Computes the Z-function (or Z-algorithm) for efficient string matching,"def z_function(s):
    n = len(s)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i <= r:
            z[i] = min(r - i + 1, z[i - l])
        while i + z[i] < n and s[z[i]] == s[i + z[i]]:
            z[i] += 1
        if i + z[i] - 1 > r:
            l, r = i, i + z[i] - 1
    return z",Useful
Implements a Segment Tree data structure for efficient range queries and point updates,"class SegmentTree {
private:
    vector<int> tree;
    int n;
    
    void build(vector<int>& arr, int v, int tl, int tr) {
        if (tl == tr) {
            tree[v] = arr[tl];
        } else {
            int tm = (tl + tr) / 2;
            build(arr, v*2, tl, tm);
            build(arr, v*2+1, tm+1, tr);
            tree[v] = tree[v*2] + tree[v*2+1];
        }
    }
    
    int sum(int v, int tl, int tr, int l, int r) {
        if (l > r) return 0;
        if (l == tl && r == tr) return tree[v];
        int tm = (tl + tr) / 2;
        return sum(v*2, tl, tm, l, min(r, tm))
             + sum(v*2+1, tm+1, tr, max(l, tm+1), r);
    }
    
    void update(int v, int tl, int tr, int pos, int new_val) {
        if (tl == tr) {
            tree[v] = new_val;
        } else {
            int tm = (tl + tr) / 2;
            if (pos <= tm)
                update(v*2, tl, tm, pos, new_val);
            else
                update(v*2+1, tm+1, tr, pos, new_val);
            tree[v] = tree[v*2] + tree[v*2+1];
        }
    }
    
public:
    SegmentTree(vector<int>& arr) {
        n = arr.size();
        tree.resize(4 * n);
        build(arr, 1, 0, n - 1);
    }
    
    int query(int l, int r) {
        return sum(1, 0, n - 1, l, r);
    }
    
    void update(int pos, int new_val) {
        update(1, 0, n - 1, pos, new_val);
    }
};",Useful
Implements Manacher's algorithm to find all palindromic substrings efficiently,"def manacher(s):
    t = '#' + '#'.join(s) + '#'
    n = len(t)
    p = [0] * n
    c = r = 0
    for i in range(n):
        if i < r:
            p[i] = min(r - i, p[2*c - i])
        while i-p[i]-1 >= 0 and i+p[i]+1 < n and t[i-p[i]-1] == t[i+p[i]+1]:
            p[i] += 1
        if i + p[i] > r:
            c, r = i, i + p[i]
    return p",Useful
Transforms a function operating on strings/words to one operating on numeric indices,"def conjugate(self, f): return lambda i: self.word_index[f(self.index_word[i])]",Useful
"Splits the dataset into test, validation, and training sets based on repository IDs",test = empty | df.repo_id.map(test_repos.__contains__); valid = ~empty & df.repo_id.map(valid_repos.__contains__); train = ~valid & ~test,Useful
This function calculates the hash value of an object,fn calculate_hash<T: Hash>(t: &T) -> u64 { let mut s = DefaultHasher::new(); t.hash(&mut s); s.finish() },Useful
Creates a memoized version of a function to improve performance,"const memoize = (fn) => { const cache = new Map(); return (...args) => { const key = JSON.stringify(args); if (cache.has(key)) return cache.get(key); const result = fn.apply(this, args); cache.set(key, result); return result; }; };",Useful
Implements a thread-safe queue using mutex and condition variable,"template<typename T> class ThreadSafeQueue { private: std::queue<T> queue; mutable std::mutex mutex; std::condition_variable cond; public: void push(T item) { std::unique_lock<std::mutex> lock(mutex); queue.push(std::move(item)); lock.unlock(); cond.notify_one(); } T pop() { std::unique_lock<std::mutex> lock(mutex); cond.wait(lock, [this]{ return !queue.empty(); }); T item = std::move(queue.front()); queue.pop(); return item; } };",Useful
Fetches data with exponential backoff retry mechanism,"async function fetchWithRetry(url, options = {}, maxRetries = 3) { for (let i = 0; i < maxRetries; i++) { try { const response = await fetch(url, options); if (!response.ok) throw new Error(`HTTP error! status: ${response.status}`); return await response.json(); } catch (e) { if (i === maxRetries - 1) throw e; await new Promise(resolve => setTimeout(resolve, 1000 * Math.pow(2, i))); } } }",Useful
Decorator to prime a coroutine automatically,"def coroutine_decorator(func): @wraps(func) def primer(*args, **kwargs): gen = func(*args, **kwargs); next(gen); return gen; return primer",Useful
Implements the quicksort algorithm in Rust,"pub fn quick_sort<T: Ord>(arr: &mut [T]) { if arr.len() <= 1 { return; } let pivot = partition(arr); let (left, right) = arr.split_at_mut(pivot); quick_sort(left); quick_sort(&mut right[1..]); } fn partition<T: Ord>(arr: &mut [T]) -> usize { let pivot = arr.len() - 1; let mut i = 0; for j in 0..pivot { if arr[j] <= arr[pivot] { arr.swap(i, j); i += 1; } } arr.swap(i, pivot); i }",Useful
Implements a Least Recently Used (LRU) cache,"class LRUCache: def __init__(self, capacity: int): self.capacity = capacity; self.cache = OrderedDict() def get(self, key: int) -> int: if key not in self.cache: return -1; self.cache.move_to_end(key); return self.cache[key] def put(self, key: int, value: int) -> None: if key in self.cache: self.cache.move_to_end(key); self.cache[key] = value; if len(self.cache) > self.capacity: self.cache.popitem(last=False)",Useful
Implements a basic shared pointer for memory management,"template <typename T> class SharedPtr { private: T* ptr; int* refCount; public: SharedPtr(T* p = nullptr) : ptr(p), refCount(new int(1)) {} SharedPtr(const SharedPtr<T>& other) : ptr(other.ptr), refCount(other.refCount) { (*refCount)++; } SharedPtr<T>& operator=(const SharedPtr<T>& other) { if (this != &other) { release(); ptr = other.ptr; refCount = other.refCount; (*refCount)++; } return *this; } ~SharedPtr() { release(); } T& operator*() const { return *ptr; } T* operator->() const { return ptr; } private: void release() { if (--(*refCount) == 0) { delete ptr; delete refCount; } } };",Useful
This function generates prime numbers using the Sieve of Eratosthenes algorithm,"def generate_primes(n): sieve = [True] * (n + 1); sieve[0] = sieve[1] = False; for i in range(2, int(n**0.5) + 1): if sieve[i]: for j in range(i*i, n+1, i): sieve[j] = False; return [i for i in range(2, n+1) if sieve[i]]",Useful
Demonstrates the use of async generators in JavaScript,"async function* asyncGenerator(start, end) { for (let i = start; i <= end; i++) { await new Promise(resolve => setTimeout(resolve, 1000)); yield i; } } (async () => { for await (const num of asyncGenerator(1, 5)) { console.log(num); } })();",Useful
Parses a JSON string into a Rust struct,"fn parse_json<T>(input: &str) -> Result<T, serde_json::Error> where T: serde::de::DeserializeOwned { serde_json::from_str(input) }",Useful
Implements the Singleton design pattern in Python,"class Singleton: _instance = None def __new__(cls): if cls._instance is None: cls._instance = super().__new__(cls); return cls._instance def __init__(self): if not hasattr(self, 'initialized'): self.initialized = True",Useful
Implements a type-safe union using variadic templates in C++,"template<typename... Ts> struct variant_helper; template<typename F, typename... Ts> struct variant_helper<F, Ts...> { static void destroy(size_t id, void* data) { if (id == typeid(F).hash_code()) reinterpret_cast<F*>(data)->~F(); else variant_helper<Ts...>::destroy(id, data); } }; template<> struct variant_helper<> { static void destroy(size_t id, void* data) {} };",Useful
Implements function composition in JavaScript,"const compose = (...fns) => x => fns.reduceRight((y, f) => f(y), x); const add10 = x => x + 10; const multiply2 = x => x * 2; const subtract5 = x => x - 5; const composedFn = compose(subtract5, multiply2, add10); console.log(composedFn(5));",Useful
This function sorts an array,"fn bubble_sort<T: Ord + Copy>(arr: &mut [T]) { let n = arr.len(); for i in 0..n { for j in 0..n - i - 1 { if arr[j] > arr[j + 1] { arr.swap(j, j + 1); } } } }",Not Useful
Implements a thread pool for concurrent task execution in C++,"class ThreadPool { private: std::vector<std::thread> workers; std::queue<std::function<void()>> tasks; std::mutex queue_mutex; std::condition_variable condition; bool stop; public: ThreadPool(size_t threads) : stop(false) { for(size_t i = 0; i < threads; ++i) workers.emplace_back([this] { for(;;) { std::function<void()> task; { std::unique_lock<std::mutex> lock(this->queue_mutex); this->condition.wait(lock, [this]{ return this->stop || !this->tasks.empty(); }); if(this->stop && this->tasks.empty()) return; task = std::move(this->tasks.front()); this->tasks.pop(); } task(); } }); } template<class F, class... Args> auto enqueue(F&& f, Args&&... args) -> std::future<typename std::result_of<F(Args...)>::type> { using return_type = typename std::result_of<F(Args...)>::type; auto task = std::make_shared< std::packaged_task<return_type()> >(std::bind(std::forward<F>(f), std::forward<Args>(args)...)); std::future<return_type> res = task->get_future(); { std::unique_lock<std::mutex> lock(queue_mutex); if(stop) throw std::runtime_error(""enqueue on stopped ThreadPool""); tasks.emplace([task](){ (*task)(); }); } condition.notify_one(); return res; } ~ThreadPool() { { std::unique_lock<std::mutex> lock(queue_mutex); stop = true; } condition.notify_all(); for(std::thread &worker: workers) worker.join(); } };",Useful
Demonstrates a decorator with arguments in Python,"def decorator_with_arguments(arg1, arg2): def wrapper(func): @functools.wraps(func) def wrapped(*args, **kwargs): print(f""Decorator arguments: {arg1}, {arg2}""); return func(*args, **kwargs); return wrapped; return wrapper; @decorator_with_arguments(""Hello"", ""World"") def greet(name): print(f""Hello, {name}!""); greet(""Alice"")",Useful
Demonstrates trait implementation and polymorphism in Rust,"pub trait Animal { fn make_sound(&self) -> String; } pub struct Dog; pub struct Cat; impl Animal for Dog { fn make_sound(&self) -> String { String::from(""Woof!"") } } impl Animal for Cat { fn make_sound(&self) -> String { String::from(""Meow!"") } } fn animal_sounds<T: Animal>(animal: T) { println!(""{}"", animal.make_sound()); } fn main() { let dog = Dog; let cat = Cat; animal_sounds(dog); animal_sounds(cat); }",Useful
Implements the Observer pattern in JavaScript,"class Observable { constructor() { this.observers = []; } subscribe(observer) { this.observers.push(observer); } unsubscribe(observer) { this.observers = this.observers.filter(obs => obs !== observer); } notify(data) { this.observers.forEach(observer => observer.update(data)); } } class Observer { constructor(name) { this.name = name; } update(data) { console.log(`${this.name} received: ${data}`); } } const subject = new Observable(); const observer1 = new Observer('Observer 1'); const observer2 = new Observer('Observer 2'); subject.subscribe(observer1); subject.subscribe(observer2); subject.notify('Hello, observers!');",Useful
Implements bubble sort using C++20 concepts,"template <typename T> concept Sortable = requires(T a, T b) { { a < b } -> std::convertible_to<bool>; { a > b } -> std::convertible_to<bool>; { a == b } -> std::convertible_to<bool>; }; template <Sortable T> void bubble_sort(std::vector<T>& arr) { for (size_t i = 0; i < arr.size(); ++i) { for (size_t j = 0; j < arr.size() - i - 1; ++j) { if (arr[j] > arr[j + 1]) { std::swap(arr[j], arr[j + 1]); } } } }",Useful
Generates Fibonacci numbers using an async generator in JavaScript,"async function* fibonacci() { let [prev, curr] = [0, 1]; while (true) { yield curr; [prev, curr] = [curr, prev + curr]; await new Promise(resolve => setTimeout(resolve, 1000)); } } (async () => { for await (const num of fibonacci()) { console.log(num); if (num > 100) break; } })();",Useful
Implements a curry decorator in Python,"def curry(func): def curried(*args, **kwargs): if len(args) + len(kwargs) >= func.__code__.co_argcount: return func(*args, **kwargs); return lambda *more_args, **more_kwargs: curried(*args, *more_args, **kwargs, **more_kwargs); return curried; @curry def add(x, y, z): return x + y + z; print(add(1)(2)(3)); print(add(1, 2)(3)); print(add(1)(2, 3));",Useful
Implements Dijkstra's algorithm for shortest path in a graph using Rust,"pub struct Graph { edges: Vec<Vec<(usize, i32)>>, } impl Graph { pub fn new(n: usize) -> Self { Graph { edges: vec![Vec::new(); n], } } pub fn add_edge(&mut self, from: usize, to: usize, weight: i32) { self.edges[from].push((to, weight)); } pub fn dijkstra(&self, start: usize) -> Vec<i32> { let mut dist = vec![i32::MAX; self.edges.len()]; let mut heap = std::collections::BinaryHeap::new(); dist[start] = 0; heap.push(std::cmp::Reverse((0, start))); while let Some(std::cmp::Reverse((cost, node))) = heap.pop() { if cost > dist[node] { continue; } for &(next, weight) in &self.edges[node] { let next_cost = cost + weight; if next_cost < dist[next] { dist[next] = next_cost; heap.push(std::cmp::Reverse((next_cost, next))); } } } dist } }",Useful
Implements a Trie data structure for efficient string operations,"class TrieNode: def __init__(self): self.children = {}; self.is_end = False class Trie: def __init__(self): self.root = TrieNode(); def insert(self, word: str) -> None: node = self.root; for char in word: if char not in node.children: node.children[char] = TrieNode(); node = node.children[char]; node.is_end = True; def search(self, word: str) -> bool: node = self.root; for char in word: if char not in node.children: return False; node = node.children[char]; return node.is_end; def startsWith(self, prefix: str) -> bool: node = self.root; for char in prefix: if char not in node.children: return False; node = node.children[char]; return True",Useful
Implements a circular buffer (ring buffer) in C++,"template <typename T> class CircularBuffer { private: std::vector<T> buffer; size_t head = 0; size_t tail = 0; size_t max_size; bool full = false; public: CircularBuffer(size_t size) : buffer(size), max_size(size) {} void push(T item) { buffer[head] = item; if (full) { tail = (tail + 1) % max_size; } head = (head + 1) % max_size; full = head == tail; } T pop() { if (empty()) { throw std::runtime_error(""Buffer is empty""); } T item = buffer[tail]; full = false; tail = (tail + 1) % max_size; return item; } bool empty() const { return (!full && (head == tail)); } bool full() const { return full; } size_t size() const { if (full) { return max_size; } if (head >= tail) { return head - tail; } return max_size + head - tail; } };",Useful
Implements a rate limiter for asynchronous function calls in JavaScript,"async function rateLimiter(fn, limit) { const queue = []; let activeCount = 0; const executeNext = async () => { if (queue.length === 0 || activeCount >= limit) return; activeCount++; const { args, resolve, reject } = queue.shift(); try { const result = await fn(...args); resolve(result); } catch (error) { reject(error); } finally { activeCount--; executeNext(); } }; return (...args) => { return new Promise((resolve, reject) => { queue.push({ args, resolve, reject }); executeNext(); }); }; } const delay = ms => new Promise(resolve => setTimeout(resolve, ms)); const limitedFetch = rateLimiter(async (url) => { console.log(`Fetching ${url}`); await delay(1000); return `Response from ${url}`; }, 2); (async () => { const urls = ['url1', 'url2', 'url3', 'url4', 'url5']; const promises = urls.map(url => limitedFetch(url)); const results = await Promise.all(promises); console.log(results); })();",Useful
